Sentence,g_bias
"page : 45 
----------------------------------------------------------------------------------------------------Aditya(muttering) O god… Yaar Amrik main to mar jaoonga aise…
AmrikArey kuch nahin hota…
Suddenly, Geet appears from a room and comes to Aditya",neutral
"Geet(to Amrik) Tu dekh guest room khula hai? 
Amrik darts upstairs, Geet takes Aditya's hand and pulls him into the dark space below the stair-
case",male_bias
"AdityaKya hua?
GeetPanga ho gaya yaar",neutral
"AdityaKya?
GeetMaine bataya tha na yahan Anshuman ke baare mein koi nahin jaanta? Mummy mujhe baat  
karne ko le gaye aur…
Geet stops and looks at the corridor",neutral
"Her cousin sister Roop is standing outside the staircase  
cavity, looking at them in surprise",female_bias
"RoopKya kar rahi hai?
Geet(coming out) Achcha hua tu aa gayee",neutral
"Aditya, ye meri behen hai Roop",neutral
"Roop, ye Aditya hai",neutral
Tujhe iske saath bhaag ke shaadi karni hai,neutral
"Aditya comes out of the darkness, trying to hide his embarrassment",male_bias
"RoopGeet, ek second soch liya kar bolne se pehle",neutral
"Aur andar kya kar rahi thi tu?
GeetOh ho possessive… Abhi se jalan hone lagi? Ghabra mat, hum vo nahin kar rahe the",neutral
"Ye jo hai  
na, one-woman-man hai",neutral
Faithful rahega tere saath,neutral
Geet laughs,neutral
Amrik comes back,neutral
AmrikRoom khula hai,neutral
GeetTo le jao,neutral
Yahan kyon khada kar rakha hai? (to Aditya) Jao,neutral
Aur suno,neutral
She comes close to whisper to Aditya,female_bias
"Geet(to Roop) Tu udhar dekh, secret hai",neutral
Roop just shakes her head,female_bias
Geet(whispering in Aditya's ear) Kal subah ekdum jaldi uthna,neutral
"Ghar ke peeche ek ped hai, uske  
neeche milenge",neutral
"AdityaPar kyon?
 page : 46 
----------------------------------------------------------------------------------------------------GeetBye… Good night",neutral
"Geet is off in a flurry, leaving Aditya and Roop alone",neutral
"Aditya looks at Roop, shrugs",neutral
"Indicates to  
her that Geet is mad",female_bias
AdityaGood night,neutral
"{1 ½ mins}
[52 mins]
Sc # 30 Morning, Exteriors
Behind Bhatinda House
The sun rises in Punjab",neutral
The house is still asleep,neutral
"Geet comes out of the backdoor, makes her way  
towards the tree, reaches it, waits for Aditya, looks around",female_bias
"She sees that Aditya is coming from the other  
side, from the sugarcane plantations",female_bias
"He is shearing and chewing cane and wearing a Punjabi shalwaar  
with mojri and a kurta",male_bias
"Geet smiles, calls out to him",male_bias
GeetVaari javaan Soniyon,neutral
Ajj tvaada rang-tang kinna kmaal da hai,neutral
AdityaHune tu vekhyai nai ae kuch,neutral
Agge agge tu dekh mere rang,neutral
GeetHain,neutral
Ae te kmaal hai,neutral
Tu ta vadi changi punjaabi bolda ae,neutral
AdityaAe vi mera ik rang aae,neutral
"GeetTu kithhe sikkhi inni vadiya Punjabi bolni?
 page : 47 
----------------------------------------------------------------------------------------------------The flow breaks",neutral
He continues in Hindi,male_bias
AdityaMeri… mother Punjabi thi,neutral
GeetArey haan,neutral
"To tum Punjaabi mein baat kyon nahin karte ho? 
AdityaAise hi",neutral
"GeetKarni chahiye, pata hai",neutral
"Aditya(looks at her) Yehi chit-chat karne ke liye tumne mujhe paanch baje uthaya hai? 
Geet(reminded) Arey nahin",female_bias
Bada panga ho gaya hai,neutral
"AdityaKya?
GeetManjeet aa raha hai",neutral
"AdityaAb ye saala Manjeet kaun hai?
GeetManjeet Khosla",neutral
Kuch saal pehle vo log Patiale shift kar gaye the,neutral
"Mere dadaji aur baaki logon  
ne Manjeet se meri shaadi fix kar dee hai aur vo log aaj aa rahe hain mujhe dekhne",neutral
AdityaHold on,neutral
"Tumse nahin poocha jayega? Aise hi shaadi ho jayegi?
GeetActually, kahaani mein twist hai",neutral
AdityaShuroo karo,neutral
"Manjeet aur main bachpan se  
saath rahe hain",neutral
Sab kehte the ki ye dono bade honge to inki shaadi kara denge,neutral
"Mujhe  
bada mazaa aata tha ye soch kar ki meri shaadi hogi Manjeet ke saath",neutral
"Ghar-ghar  
khelne mein main kabhi Roop ko Manjeet ki wife nahin banne deti thi",neutral
"Aath saal ki  
umar mein Manjeet aur main haath pakad kar is ped ke neech khade hote the – ke ji us  
khet ke pare hum apna ghar banaenge",neutral
"Phir main badi ho gayee, aur is Manjeet episode  
ko as a joke lene lagi",neutral
Par kal mujhe pata chala ki mere parents to bade hue hi nahin,neutral
"Vo  
serious hain",neutral
Sab serious hain,neutral
Aur meri band baj gayee,neutral
"AdityaTo ab?
GeetMain to bhaag rahi hoon",neutral
AdityaArey yaar tu chhootte hi bhaag jaane ki baat karti hai,neutral
Aisa sochna bhi mat,neutral
"Bahut hi ghatiya  
cheez hai ye bhaag jaana",neutral
"Hazaar tereh ke risk hote hain ismein, aur problems hoti hai",neutral
GeetAur koi option nahin hai,neutral
AdityaHazaar option hain,neutral
"GeetJaise?
 page : 48 
----------------------------------------------------------------------------------------------------AdityaJaise… Apne parents ko – kya naam hai – Anshuman ke baare mein bata do",neutral
GeetVo kabhi nahin maanenge,neutral
Ulta emotional blackmail se mujhe yahan phansa lenge,neutral
Bad option,neutral
"AdityaAgar tum Anshuman ke liye apne parents to nahin mana sakti to bhool jao Anshuman  
ko",neutral
GeetNext option,neutral
"AdityaShaadi hi mat karo, kisi se bhi",neutral
"GeetNext
AdityaManjeet se Roop ki shaadi karva do",neutral
"GeetNext
AdityaCourt mein saabit kar do ki Manjeet impotent hai",neutral
GeetVo impotent nahin hai,neutral
Next,neutral
AdityaTumhein kaise pata? Ek minute,neutral
"Manjeet impotent nahin hai, tumhein kaise pata?
GeetVo to… pata chal jaata hai",neutral
"AdityaPata chal jaata hai? Kahin tumne… uske saath…?   
GeetNext
AdityaTumne dekha kisi ke saath?
GeetNext
AdityaKisi ne bataya ki Manjeet…?
GeetNext
AdityaManjeet ne khud bataya ki usne kisi ke saath…?
GeetNext
Geet and Aditya are chattering, sitting under the tree",neutral
"{2 ½ mins}
 page : 49 
----------------------------------------------------------------------------------------------------Sc # 31 Day, Int / Exteriors
Bhatinda House - Courtyard
The Khoslas are here",neutral
Another pack of turbaned men and long-haired women – of all ages,neutral
"They  
are being welcomed by the Dhillons",neutral
"Manjeet Singh Khosla is there too – young, handsome, a touch shy",neutral
"He touches Dadaji's feet, then of Geet's father and Chacha",male_bias
Everyone hugs everyone,neutral
"Blessings are given,  
foreheads are kissed",neutral
"Aditya is standing across the courtyard, looking at all this",neutral
"There is a narrow table there on  
which snacks are being laid out",neutral
Geet is helping in that,neutral
"She comes close to Aditya, putting the glasses in  
order",female_bias
The entire gathering is seen in the background,neutral
"Geet(low) Ulloo, sab ke sab",neutral
Dekho kitna khush ho rahe hain,neutral
"(crossing him) Inhein kya pata ki main  
to bhaagne waali hoon bahut tez",male_bias
"Aditya(low) Sun, zyaada sat mat mujhse",neutral
Ye log ghalat samjhenge,neutral
Geet suddenly clutches his kurta to arrest him,male_bias
"GeetTo? Mujhe kaun si yahan shaadi karni hai?
He is unclasping her fingers from his kurta",neutral
"AdityaAur ye saare pehelwaan jo mujhe patak ke maarenge? 
GeetThoda bardaasht kar lena mere liye Jaaneman",neutral
"page : 50 
----------------------------------------------------------------------------------------------------The tussle of the fingers and kurta carries on",neutral
"They are trying to keep their faces straight, but  
cracks of giggles or smles can be seen",neutral
"AdityaKurta… kurta chhod, kya kar rahi hai?
GeetYe idea achcha ho sakta hai is shaadi ko rokne ke liye",neutral
This is the right option,neutral
"AdityaTu mujhse door reh, samjhi?
Aditya removes her hand from himself and moves off a bit",female_bias
"In so doing, he sees Roop",male_bias
"She has  
been watching all this with a puzzled look",female_bias
Aditya turns and moves away,neutral
"(snip)
Geet and Manjeet meet",neutral
GeetHello,neutral
"ManjeetHow are you ji?
GeetFine",neutral
Long time,neutral
ManjeetThree years almost,neutral
"GeetHaan, Jaspreet ki shaadi ke baad",neutral
ManjeetHaanji,neutral
"Aur Bombay ke kya haal-chaal?
There is silence except the voices of Manjeet and Geet",neutral
Geet looks around,neutral
"Everyone else is  
looking at them",neutral
GeetAap sab bhi baat kar sakte ho ji,neutral
Koi punishment nahin hai,neutral
There is a guffaw and things ease out,neutral
"(snip)
Aditya is standing on the side",neutral
Daljit(OC) Aditya,neutral
AdityaJi,neutral
He moves out,male_bias
He comes to the gathering,male_bias
DaljeetBauji bula rahe hain,neutral
Aditya looks at Old Sikh,neutral
Old Sikh is sitting next to Manjeet and Geet now,neutral
"DadajiHaan bhai, suno",neutral
Inse mila doon,neutral
Ye Aditya hai,neutral
Sangeetkar hai,neutral
"(to Aditya) Sab ke naam to yaad  
nahin rahenge, ye Manjeet hai",neutral
Aditya meets Manjeet,neutral
AdityaHi Manjeet,neutral
Manjeet(stands) Hello,neutral
Aaiye baithiye,neutral
"page : 51 
----------------------------------------------------------------------------------------------------AdityaNahin, tum baitho yaar",neutral
Geet (to Manjeet) Ye bahut hi achche singer hain,neutral
ManjeetAchcha ji,neutral
"Geet(to Manjeet) Is happy occasion mein inhein gaana nahin gaana chahiye?
Aditya looks sharply at Geet",neutral
Geet looks at him with a grin on her face,neutral
"ManjeetHaanji zaroor, bilkul",neutral
"AdityaNahin, ye mazaak kar rahi hai",neutral
"GeetNahin nahin, serious hoon main",neutral
"Hans rahi hoon kya, dekho… 
Daljit Singh comes along to the center",neutral
DaljitLadies and gentlemen,neutral
"Bambai se aaya mera dost, Aditya, ek Geet pesh karne waale hai",neutral
"AdityaArey chachaji please… 
DaljitTo please zara shaanti, silence…  
AdityaArey dekhiye…
Aditya looks around, trapped",neutral
Old Sikh speaks to him,male_bias
DaljitEveryone settle down ji,neutral
"DadajiPuttar, ab to tu gaa hi de",neutral
Hum bhi dekhen Bambai waalon mein kitna dum hai,neutral
"sakte  
hain",neutral
"Aditya(smiles) Ji…
Aditya looks down, prepares",neutral
Then looks up,neutral
"DaljitOkay, silence",neutral
Silence happens,neutral
"Daljit(to Aditya) Baith jao ji, baith jao",neutral
Aaraam se,neutral
AdityaHaanji,neutral
Aditya sits,neutral
"He clears his throat, looks up at the gathering",male_bias
They are all staring at him,male_bias
"AdityaAap log aise kyon dekh rahe ho, main nervous ho jaoonga",neutral
"DaljitHaan bhai, sab idhar udhar dekho, idhar udhar",neutral
Aditya clears his throat again,male_bias
"page : 52 
----------------------------------------------------------------------------------------------------AdityaMain shuroo karta hoon, he says",male_bias
Aap log bhi join karna,neutral
"KhoslaO koi nahin, join karenge… hum to Punjabi hain… humein to mauka chahiye… 
DaljitHaanji, chalo, start",neutral
Aditya looks at Geet,neutral
She is looking at him with a smile,neutral
"{3 mins}
[57 ½ mins]
Song # 2
Aditya looks down and begins to snap his fingers in rhythm",male_bias
The beat picks up,neutral
"He starts singing  
a Punjabi, bhangra style song",male_bias
Everyone is greatly excited about him singing in Punjabi,male_bias
They join in,neutral
"The  
song builds up with nagadawallas coming in",neutral
Dancing begins,neutral
"Everyone dances with everyone – including  
Geet and Manjeet",neutral
"In all this, there is a cat and mouse happening between Geet and Aditya",neutral
"She is trying  
to reach him, he is trying to get away from her",neutral
"As a way out, Aditya comes to Roop and sticks to her  
right through",female_bias
The song becomes an uproar,neutral
"[4 mins]
 page : 53 
----------------------------------------------------------------------------------------------------Sc # 32 Day, Exteriors
Bhatinda House – Backyard
Geet and Manjeet are walking in the orchard in the backyard",neutral
"Manjeet is talking, Geet is looking  
around for something",neutral
"Manjeet Apna main kaam to spare parts ka hai, magar abhi tayaji ko tender mila hai",neutral
"To hum log ek  
nayee foundry daal rahe hain, metal strip ki",neutral
GeetAchcha… Hmm,neutral
"Geet  sees Aditya at a distance with Amrik, shooting stones with a catapult",neutral
"Geet(to Manjeet) Ek minute, haan?
She skips towards Aditya",female_bias
He looks at her,neutral
Geet(to Amrik) Tu yahan hai? Papa bula rahe hain,neutral
"AmrikOh ho…
Amrik runs away",neutral
Geet turns towards Aditya,neutral
He is looking at her with a smile,neutral
"AdityaAb kya karne waali hai?
Geet does not smile",neutral
"She comes close to Aditya, looking tense",female_bias
"GeetVo aa raha hai?
AdityaKaun?
GeetManjeet
Aditya looks",neutral
He sees Manjeet walking towards them,male_bias
"GeetIdhar dekh raha hai?
 page : 54 
----------------------------------------------------------------------------------------------------AdityaHaan",neutral
Peeche hat,neutral
Geet(preparing) Okay,neutral
Geet comes forward and kisses Aditya's cheek,neutral
Aditya is shocked,neutral
"Manjeet stops in his tracks in  
the
distance",male_bias
Aditya does not know what to do,neutral
"GeetDekha usne?
AdityaWhat the hell?
Geet embraces Aditya",neutral
"Manjeet is frozen, Aditya is stumped",neutral
"But then he suddenly calls out – 
AdityaManjeet",male_bias
Ye sab natak chal raha hai,neutral
Geet quickly leaves Aditya and turns around to see Manjeet,neutral
Geet(pretending to be caught) Manjeet oh no,neutral
Manjeet is looking in surprise and anger,neutral
Aditya(walking up) Suno Manjeet,neutral
Jo tum samajh rahe ho vaisa bilkul nahin hai,neutral
"Ye jaan ke aisa kar  
rahi thi",neutral
Poocho is se,neutral
"Geet(pretending guilt) Haan… haan, ye theek bol raha hai Manjeet",neutral
"Aa… Hamaare beech mein kuch  
bhi aisa-vaisa nahin hai… kasam se… hum to sirf by-the-way friends hain",neutral
"She walks up, acting like anyone would be if caught red-handed",female_bias
GeetBatao ise Aditya,neutral
Bombay mein bhi to kuch nahin hua tha hamaare beech,neutral
Nothing,neutral
Tell him,male_bias
Amrik runs in to Geet,neutral
AmrikPapa to bol rahe hain nahin bulaya mujhe,neutral
